date,day,plant_system,ave_ph,ave_do,ave_tds,ave_temp,ave_humidity,plant_no,height,length,weight,leaves,branches
2026-03-13,Friday,DWC,6.224791666666667,3.689166666666667,763.2708333333334,23.370625,62.821041666666666,1,34.5,,32.0,385,52
2026-02-19,Thursday,AERO,5.945625,3.761041666666667,536.6458333333334,23.136666666666667,63.009791666666665,105,35.4,,16.0,136,27
2026-02-24,Tuesday,AERO,6.03625,3.7708333333333335,584.6875,23.178541666666664,63.379375,104,38.0,,22.0,155,17
2026-02-28,Saturday,DWC,6.071666666666666,3.6695833333333336,623.4583333333334,23.215208333333333,63.848125,4,32.1,,18.0,135,28
2026-03-17,Tuesday,DWC,6.665531384466342,5.559729795350181,787.417345009818,21.84491006340853,64.87931343935803,3,39.0,,14.0,128,15
2026-03-06,Friday,AERO,6.135208333333334,3.6941666666666655,686.5208333333334,23.202291666666667,63.43645833333333,104,40.4,,38.0,397,32
2026-02-11,Wednesday,DWC,5.878333333333334,3.655625,445.2708333333333,23.308125,63.375416666666666,2,32.7,,7.0,56,12
2026-03-14,Saturday,AERO,6.246666666666666,3.6754166666666666,766.8125,23.16145833333333,63.254375,106,36.0,,39.0,595,55
2026-03-17,Tuesday,AERO,6.665531384466342,5.559729795350181,787.417345009818,21.84491006340853,64.87931343935803,102,32.3,,26.0,314,34
2026-03-03,Tuesday,AERO,6.099166666666666,3.657291666666667,652.5625,23.05125,63.14375,101,24.9,,15.0,223,22
2026-02-27,Friday,DWC,6.084166666666667,3.692083333333333,616.9583333333334,23.201666666666668,63.08541666666667,2,36.1,,15.0,122,19
2026-03-16,Monday,DWC,6.276875,3.726458333333333,786.5625,23.263125,63.2775,3,38.6,,15.0,126,15
2026-02-11,Wednesday,DWC,5.878333333333334,3.655625,445.2708333333333,23.308125,63.375416666666666,4,28.7,,10.0,71,16
2026-03-02,Monday,AERO,6.104791666666666,3.6670833333333337,642.1666666666666,23.29479166666667,62.83145833333333,105,37.3,,30.0,314,43
2026-02-18,Wednesday,AERO,5.962083333333333,3.72375,523.0208333333334,23.314375,63.46354166666666,101,22.7,,14.0,132,13
2026-02-18,Wednesday,DWC,5.962083333333333,3.72375,523.0208333333334,23.314375,63.46354166666666,4,30.3,,15.0,102,21
2026-02-24,Tuesday,AERO,6.03625,3.7708333333333335,584.6875,23.178541666666664,63.379375,106,32.8,,19.0,198,30
2026-03-16,Monday,DWC,6.276875,3.726458333333333,786.5625,23.263125,63.2775,2,41.0,,21.0,192,46
2026-03-16,Monday,DWC,6.276875,3.726458333333333,786.5625,23.263125,63.2775,4,35.9,,23.0,276,38
2026-02-11,Wednesday,DWC,5.878333333333334,3.655625,445.2708333333333,23.308125,63.375416666666666,1,25.1,,12.0,106,11
2026-02-06,Friday,DWC,5.7977083333333335,3.6983333333333337,399.1458333333333,23.085,63.29375,3,37.5,,8.0,31,2
2026-02-21,Saturday,DWC,6.005,3.77,559.3333333333334,23.191875,63.635,6,36.3,,18.0,86,12
2026-02-11,Wednesday,AERO,5.878333333333334,3.655625,445.2708333333333,23.308125,63.375416666666666,103,23.7,,12.0,115,12
2026-02-09,Monday,DWC,5.854583333333333,3.646458333333333,432.1875,23.21125,63.513958333333335,2,32.2,,6.0,55,13
2026-03-03,Tuesday,DWC,6.099166666666666,3.657291666666667,652.5625,23.05125,63.14375,5,44.1,,28.0,180,31
2026-03-05,Thursday,AERO,6.1475,3.757708333333333,679.3541666666666,23.203541666666663,63.09020833333333,106,34.2,,28.0,352,38
2026-02-20,Friday,AERO,5.963541666666667,3.6989583333333336,540.2291666666666,23.153125,63.36229166666666,105,35.7,,18.0,139,29
2026-02-09,Monday,AERO,5.854583333333333,3.646458333333333,432.1875,23.21125,63.513958333333335,103,23.1,,12.0,105,11
2026-03-07,Saturday,AERO,6.169791666666666,3.7295833333333337,698.6666666666666,23.24833333333333,63.13520833333333,106,34.5,,30.0,408,39
2026-03-14,Saturday,AERO,6.246666666666666,3.6754166666666666,766.8125,23.16145833333333,63.254375,101,17.0,,16.0,325,34
2026-02-26,Thursday,AERO,6.064791666666667,3.730625,606.2291666666666,23.171666666666667,63.78083333333333,101,23.9,,16.0,148,16
2026-02-06,Friday,AERO,5.7977083333333335,3.6983333333333337,399.1458333333333,23.085,63.29375,101,20.9,,7.0,66,5
2026-02-20,Friday,DWC,5.963541666666667,3.6989583333333336,540.2291666666666,23.153125,63.36229166666666,3,34.1,,12.0,87,10
2026-02-16,Monday,AERO,5.894166666666667,3.700416666666667,502.8541666666667,23.142291666666665,62.814166666666665,106,31.4,,16.0,108,23
2026-03-05,Thursday,DWC,6.1475,3.757708333333333,679.3541666666666,23.203541666666663,63.09020833333333,5,44.9,,32.0,190,31
2026-03-12,Thursday,DWC,6.239791666666666,3.67875,755.3333333333334,23.250625,62.86541666666667,1,34.3,,31.0,378,53
2026-02-20,Friday,DWC,5.963541666666667,3.6989583333333336,540.2291666666666,23.153125,63.36229166666666,4,30.8,,15.0,115,19
2026-02-13,Friday,DWC,5.904583333333334,3.724166666666666,472.5833333333333,23.140625,63.15166666666667,2,33.0,,8.0,62,13
2026-02-11,Wednesday,DWC,5.878333333333334,3.655625,445.2708333333333,23.308125,63.375416666666666,3,38.7,,10.0,41,6
2026-02-06,Friday,DWC,5.7977083333333335,3.6983333333333337,399.1458333333333,23.085,63.29375,4,28.1,,8.0,51,11
2026-02-09,Monday,AERO,5.854583333333333,3.646458333333333,432.1875,23.21125,63.513958333333335,105,33.4,,5.0,81,14
2026-02-13,Friday,DWC,5.904583333333334,3.724166666666666,472.5833333333333,23.140625,63.15166666666667,5,40.0,,10.0,47,11
2026-02-19,Thursday,AERO,5.945625,3.761041666666667,536.6458333333334,23.136666666666667,63.009791666666665,104,36.7,,18.0,95,14
2026-03-16,Monday,AERO,6.276875,3.726458333333333,786.5625,23.263125,63.2775,101,17.0,,16.0,322,34
2026-02-14,Saturday,AERO,5.926458333333333,3.5860416666666666,482.5,23.159375,63.02458333333333,104,35.4,,11.0,85,11
2026-02-06,Friday,AERO,5.7977083333333335,3.6983333333333337,399.1458333333333,23.085,63.29375,104,33.9,,9.0,58,7
2026-02-16,Monday,DWC,5.894166666666667,3.700416666666667,502.8541666666667,23.142291666666665,62.814166666666665,1,26.8,,18.0,128,18
2026-02-06,Friday,AERO,5.7977083333333335,3.6983333333333337,399.1458333333333,23.085,63.29375,102,22.4,,8.0,31,6
2026-02-24,Tuesday,DWC,6.03625,3.7708333333333335,584.6875,23.178541666666664,63.379375,1,29.5,,24.0,193,39
2026-03-13,Friday,AERO,6.224791666666667,3.689166666666667,763.2708333333334,23.370625,62.821041666666666,104,42.2,,54.0,547,54
2026-02-16,Monday,AERO,5.894166666666667,3.700416666666667,502.8541666666667,23.142291666666665,62.814166666666665,101,22.3,,13.0,120,12
2026-03-17,Tuesday,DWC,6.665531384466342,5.559729795350181,787.417345009818,21.84491006340853,64.87931343935803,5,48.0,,50.0,352,39
2026-03-06,Friday,DWC,6.135208333333334,3.6941666666666655,686.5208333333334,23.202291666666667,63.43645833333333,4,33.5,,19.0,205,34
2026-03-09,Monday,AERO,6.208749999999999,3.746875,722.4583333333334,23.081875,63.592083333333335,106,34.9,,34.0,454,41
2026-03-07,Saturday,DWC,6.169791666666666,3.7295833333333337,698.6666666666666,23.24833333333333,63.13520833333333,3,36.7,,14.0,141,23
2026-02-20,Friday,DWC,5.963541666666667,3.6989583333333336,540.2291666666666,23.153125,63.36229166666666,5,41.6,,15.0,94,11
2026-02-21,Saturday,DWC,6.005,3.77,559.3333333333334,23.191875,63.635,2,34.6,,13.0,81,17
2026-02-26,Thursday,AERO,6.064791666666667,3.730625,606.2291666666666,23.171666666666667,63.78083333333333,106,33.1,,26.0,206,31
2026-03-04,Wednesday,AERO,6.136875,3.674166666666667,659.75,23.15416666666667,63.736250000000005,106,34.0,,30.0,310,37
2026-02-14,Saturday,DWC,5.926458333333333,3.5860416666666666,482.5,23.159375,63.02458333333333,4,29.4,,12.0,79,20
2026-03-14,Saturday,DWC,6.246666666666666,3.6754166666666666,766.8125,23.16145833333333,63.254375,5,47.4,,48.0,344,38
2026-03-12,Thursday,DWC,6.239791666666666,3.67875,755.3333333333334,23.250625,62.86541666666667,2,40.3,,21.0,175,44
2026-03-06,Friday,DWC,6.135208333333334,3.6941666666666655,686.5208333333334,23.202291666666667,63.43645833333333,6,39.0,,25.0,185,28
2026-03-16,Monday,DWC,6.276875,3.726458333333333,786.5625,23.263125,63.2775,5,47.4,,49.0,348,38
2026-02-26,Thursday,DWC,6.064791666666667,3.730625,606.2291666666666,23.171666666666667,63.78083333333333,4,31.7,,17.0,209,32
2026-02-23,Monday,DWC,6.030625000000001,3.689375,578.125,23.334375,63.12270833333333,3,34.5,,14.0,92,12
2026-02-18,Wednesday,AERO,5.962083333333333,3.72375,523.0208333333334,23.314375,63.46354166666666,106,31.7,,17.0,128,23
2026-02-07,Saturday,AERO,5.804791666666667,3.647083333333333,408.7291666666667,23.255625,62.98916666666667,105,33.2,,5.0,76,13
2026-02-20,Friday,AERO,5.963541666666667,3.6989583333333336,540.2291666666666,23.153125,63.36229166666666,101,23.0,,15.0,152,15
2026-03-10,Tuesday,AERO,6.212916666666668,3.690625,726.9166666666666,23.27083333333333,63.43395833333333,106,35.2,,35.0,476,44
2026-03-16,Monday,AERO,6.276875,3.726458333333333,786.5625,23.263125,63.2775,105,41.0,,43.0,616,60
2026-03-05,Thursday,DWC,6.1475,3.757708333333333,679.3541666666666,23.203541666666663,63.09020833333333,4,33.3,,19.0,202,32
2026-02-10,Tuesday,DWC,5.869375000000001,3.6966666666666663,445.8125,23.1675,63.1125,3,38.5,,10.0,41,4
2026-02-18,Wednesday,AERO,5.962083333333333,3.72375,523.0208333333334,23.314375,63.46354166666666,103,25.5,,13.0,151,23
2026-03-05,Thursday,AERO,6.1475,3.757708333333333,679.3541666666666,23.203541666666663,63.09020833333333,101,24.5,,16.0,248,25
2026-02-07,Saturday,DWC,5.804791666666667,3.647083333333333,408.7291666666667,23.255625,62.98916666666667,1,24.2,,12.0,95,9
2026-02-28,Saturday,AERO,6.071666666666666,3.6695833333333336,623.4583333333334,23.215208333333333,63.848125,101,24.2,,17.0,197,19
2026-02-27,Friday,AERO,6.084166666666667,3.692083333333333,616.9583333333334,23.201666666666668,63.08541666666667,102,27.0,,13.0,187,22
2026-02-23,Monday,AERO,6.030625000000001,3.689375,578.125,23.334375,63.12270833333333,106,32.6,,19.0,182,26
2026-02-09,Monday,AERO,5.854583333333333,3.646458333333333,432.1875,23.21125,63.513958333333335,101,21.2,,7.0,78,6
2026-02-14,Saturday,DWC,5.926458333333333,3.5860416666666666,482.5,23.159375,63.02458333333333,3,39.4,,10.0,65,7
2026-03-12,Thursday,AERO,6.239791666666666,3.67875,755.3333333333334,23.250625,62.86541666666667,102,31.3,,24.0,350,30
2026-03-04,Wednesday,AERO,6.136875,3.674166666666667,659.75,23.15416666666667,63.736250000000005,101,24.7,,16.0,241,23
2026-02-16,Monday,DWC,5.894166666666667,3.700416666666667,502.8541666666667,23.142291666666665,62.814166666666665,3,39.6,,10.0,78,6
2026-02-28,Saturday,DWC,6.071666666666666,3.6695833333333336,623.4583333333334,23.215208333333333,63.848125,2,36.2,,16.0,129,20
2026-02-23,Monday,DWC,6.030625000000001,3.689375,578.125,23.334375,63.12270833333333,1,29.1,,23.0,166,28
2026-03-12,Thursday,DWC,6.239791666666666,3.67875,755.3333333333334,23.250625,62.86541666666667,4,34.7,,23.0,260,37
2026-03-09,Monday,AERO,6.208749999999999,3.746875,722.4583333333334,23.081875,63.592083333333335,102,30.5,,21.0,299,30
2026-02-28,Saturday,DWC,6.071666666666666,3.6695833333333336,623.4583333333334,23.215208333333333,63.848125,3,35.3,,12.0,98,20
2026-02-13,Friday,AERO,5.904583333333334,3.724166666666666,472.5833333333333,23.140625,63.15166666666667,105,34.2,,8.0,102,18
2026-02-16,Monday,DWC,5.894166666666667,3.700416666666667,502.8541666666667,23.142291666666665,62.814166666666665,5,40.9,,11.0,60,9
2026-03-10,Tuesday,DWC,6.212916666666668,3.690625,726.9166666666666,23.27083333333333,63.43395833333333,6,39.9,,29.0,219,32
2026-02-13,Friday,AERO,5.904583333333334,3.724166666666666,472.5833333333333,23.140625,63.15166666666667,104,35.3,,11.0,82,11
2026-03-02,Monday,DWC,6.104791666666666,3.6670833333333337,642.1666666666666,23.29479166666667,62.83145833333333,4,32.3,,16.0,175,33
2026-02-27,Friday,DWC,6.084166666666667,3.692083333333333,616.9583333333334,23.201666666666668,63.08541666666667,6,37.4,,22.0,133,20
2026-03-17,Tuesday,DWC,6.665531384466342,5.559729795350181,787.417345009818,21.84491006340853,64.87931343935803,4,36.2,,22.0,280,38
2026-03-03,Tuesday,DWC,6.099166666666666,3.657291666666667,652.5625,23.05125,63.14375,2,37.8,,17.0,139,21
2026-03-06,Friday,AERO,6.135208333333334,3.6941666666666655,686.5208333333334,23.202291666666667,63.43645833333333,101,23.9,,16.0,262,25
2026-03-02,Monday,AERO,6.104791666666666,3.6670833333333337,642.1666666666666,23.29479166666667,62.83145833333333,101,24.7,,17.0,210,23
2026-02-24,Tuesday,AERO,6.03625,3.7708333333333335,584.6875,23.178541666666664,63.379375,105,36.5,,20.0,201,35
2026-03-14,Saturday,AERO,6.246666666666666,3.6754166666666666,766.8125,23.16145833333333,63.254375,105,40.8,,42.0,607,59
2026-03-14,Saturday,DWC,6.246666666666666,3.6754166666666666,766.8125,23.16145833333333,63.254375,6,40.6,,32.0,284,34
2026-03-12,Thursday,AERO,6.239791666666666,3.67875,755.3333333333334,23.250625,62.86541666666667,105,40.7,,44.0,598,54
2026-02-18,Wednesday,AERO,5.962083333333333,3.72375,523.0208333333334,23.314375,63.46354166666666,105,35.3,,15.0,121,26
2026-03-11,Wednesday,AERO,6.215208333333333,3.662083333333333,737.0208333333334,23.2325,62.860625,101,17.0,,18.0,302,34
2026-02-27,Friday,AERO,6.084166666666667,3.692083333333333,616.9583333333334,23.201666666666668,63.08541666666667,101,24.0,,16.0,174,15
2026-03-09,Monday,DWC,6.208749999999999,3.746875,722.4583333333334,23.081875,63.592083333333335,5,46.1,,36.0,249,34
2026-02-20,Friday,DWC,5.963541666666667,3.6989583333333336,540.2291666666666,23.153125,63.36229166666666,2,34.4,,13.0,71,17
2026-03-13,Friday,DWC,6.224791666666667,3.689166666666667,763.2708333333334,23.370625,62.821041666666666,2,40.5,,21.0,199,44
2026-03-05,Thursday,DWC,6.1475,3.757708333333333,679.3541666666666,23.203541666666663,63.09020833333333,1,33.1,,29.0,272,49
2026-03-10,Tuesday,DWC,6.212916666666668,3.690625,726.9166666666666,23.27083333333333,63.43395833333333,4,34.1,,20.0,213,37
2026-02-06,Friday,AERO,5.7977083333333335,3.6983333333333337,399.1458333333333,23.085,63.29375,105,33.0,,5.0,71,12
2026-03-04,Wednesday,DWC,6.136875,3.674166666666667,659.75,23.15416666666667,63.736250000000005,3,36.1,,15.0,118,23
2026-03-17,Tuesday,AERO,6.665531384466342,5.559729795350181,787.417345009818,21.84491006340853,64.87931343935803,105,41.5,,45.0,624,63
2026-02-12,Thursday,DWC,5.882291666666667,3.753958333333333,468.625,23.252291666666665,63.668958333333336,4,29.0,,11.0,69,18
2026-03-07,Saturday,DWC,6.169791666666666,3.7295833333333337,698.6666666666666,23.24833333333333,63.13520833333333,5,45.2,,32.0,210,31
2026-02-07,Saturday,DWC,5.804791666666667,3.647083333333333,408.7291666666667,23.255625,62.98916666666667,3,37.7,,9.0,33,2
2026-03-04,Wednesday,DWC,6.136875,3.674166666666667,659.75,23.15416666666667,63.736250000000005,4,32.8,,17.0,192,30
2026-03-05,Thursday,AERO,6.1475,3.757708333333333,679.3541666666666,23.203541666666663,63.09020833333333,104,40.3,,33.0,364,30
2026-02-09,Monday,AERO,5.854583333333333,3.646458333333333,432.1875,23.21125,63.513958333333335,104,34.5,,10.0,66,8
2026-03-07,Saturday,AERO,6.169791666666666,3.7295833333333337,698.6666666666666,23.24833333333333,63.13520833333333,104,41.0,,42.0,413,36
2026-02-14,Saturday,DWC,5.926458333333333,3.5860416666666666,482.5,23.159375,63.02458333333333,6,34.7,,10.0,48,10
2026-02-10,Tuesday,AERO,5.869375000000001,3.6966666666666663,445.8125,23.1675,63.1125,103,23.5,,12.0,110,12
2026-03-07,Saturday,AERO,6.169791666666666,3.7295833333333337,698.6666666666666,23.24833333333333,63.13520833333333,102,29.4,,18.0,273,28
2026-02-19,Thursday,DWC,5.945625,3.761041666666667,536.6458333333334,23.136666666666667,63.009791666666665,5,41.5,,15.0,77,11
2026-03-06,Friday,AERO,6.135208333333334,3.6941666666666655,686.5208333333334,23.202291666666667,63.43645833333333,106,34.3,,28.0,381,37
2026-03-10,Tuesday,AERO,6.212916666666668,3.690625,726.9166666666666,23.27083333333333,63.43395833333333,103,30.2,,27.0,479,43
2026-03-17,Tuesday,DWC,6.665531384466342,5.559729795350181,787.417345009818,21.84491006340853,64.87931343935803,6,41.5,,32.0,293,36
2026-03-04,Wednesday,DWC,6.136875,3.674166666666667,659.75,23.15416666666667,63.736250000000005,1,32.9,,29.0,259,47
2026-03-13,Friday,AERO,6.224791666666667,3.689166666666667,763.2708333333334,23.370625,62.821041666666666,105,40.7,,42.0,602,54
2026-02-14,Saturday,AERO,5.926458333333333,3.5860416666666666,482.5,23.159375,63.02458333333333,102,24.0,,9.0,45,8
2026-02-19,Thursday,AERO,5.945625,3.761041666666667,536.6458333333334,23.136666666666667,63.009791666666665,103,25.6,,13.0,168,25
2026-02-24,Tuesday,DWC,6.03625,3.7708333333333335,584.6875,23.178541666666664,63.379375,3,34.7,,13.0,92,14
2026-03-13,Friday,DWC,6.224791666666667,3.689166666666667,763.2708333333334,23.370625,62.821041666666666,5,47.2,,46.0,348,36
2026-02-13,Friday,AERO,5.904583333333334,3.724166666666666,472.5833333333333,23.140625,63.15166666666667,103,24.1,,12.0,128,14
